id,ignore,catalog,title,description,Theme,keywords_list,version,doi,layer_unit,contact_name,contact_email,providers_list,license,constellation_list,platform,instruments_list,gsd,start_date,end_date,date_step,date_offset,date_unit,date_style,ignore_29feb,depth_list,sld_url,qml_url,main_url,url_1,url_2,url_3,url_4,url_5,url_6,url_7,url_8,url_9,url_10,url_11,url_12,url_13,url_14,url_15,url_16,url_17,url_18,url_19,url_20,url_21,url_22,url_23,url_24
organic.carbon.stock_msa.kgm2,0,openlandmap,OpenLandMap long-term soil organic carbon stock,"Soil organic carbon stock in kg/m2 for 5 standard depth intervals (0–10, 10–30, 30–60, 60–100 and 100–200 cm) at 250 m resolution. To convert to t/ha multiply by 10. Derived using soil organic carbon content (https://doi.org/10.5281/zenodo.1475457), bulk density (https://doi.org/10.5281/zenodo.1475970) and coarse fragments (https://doi.org/10.5281/zenodo.2525681), predicted from point data at 6 standard depths. Depth to bed rock has been ignored, hence total stocks might be about 10–15% lower then reported.",Geology and Soils,soil carbon,v0,https://doi.org/10.5281/zenodo.2536040,kg / m2,Tom Hengl,tom.hengl@opengeohub.org,opengeohub,CC-BY-SA-4.0,,,,250,1950-01-01,2017-12-31,,,static,interval,0,"b0t10cm,b0t30cm,b10t30cm,b30t60cm,b60t100cm,b100t200cm",https://s3.openlandmap.org/arco/organic.carbon.stock_msa.kgm2_m.sld,https://s3.openlandmap.org/arco/organic.carbon.stock_msa.kgm2_m.qml,https://s3.openlandmap.org/arco/organic.carbon.stock_msa.kgm2_m_250m_{dp}_{dt}_go_epsg.4326_v0.2.tif,https://s3.openlandmap.org/arco/organic.carbon.stock_msa.kgm2_td_250m_{dp}_{dt}_go_epsg.4326_v0.2.tif,,,,,,,,,,,,,,,,,,,,,,,
organic.carbon_usda.6a1c,0,openlandmap,OpenLandMap long-term soil organic carbon content,"Soil organic carbon content in x 5 g / kg (to convert to % divide by 2) at 6 standard depths (0, 10, 30, 60, 100 and 200 cm) at 250 m resolution.Predicted from a global compilation of soil points. Also available for download: soil organic stock maps in in kg / m2 (https://doi.org/10.5281/zenodo.1475453) and bulk density maps in kg / m3 (https://doi.org/10.5281/zenodo.1475970).",Geology and Soils,soil carbon,v0,https://doi.org/10.5281/zenodo.2525553,x5 g/kg,Tom Hengl,tom.hengl@opengeohub.org,opengeohub,CC-BY-SA-4.0,,,,250,1950-01-01,2017-12-31,,,static,interval,0,"b0cm,b10cm,b30cm,b60cm,b100cm,b200cm",https://s3.openlandmap.org/arco/organic.carbon_usda.6a1c_m.sld,https://s3.openlandmap.org/arco/organic.carbon_usda.6a1c_m.qml,https://s3.openlandmap.org/arco/organic.carbon_usda.6a1c_m_250m_{dp}_{dt}_go_epsg.4326_v0.2.tif,,,,,,,,,,,,,,,,,,,,,,,,
pft.landcover_esa.cci.lc,0,openlandmap,ESA CCI annual plant functional types (PFT),"This dataset contains Global Plant Functional Types (PFT) data, from the ESA Medium Resolution Land Cover (MRLC) Climate Change Initiative project. The data provides yearly data, and initially covers the time period from 1992 to 2020. It is anticipated that the dataset will be updated annually going forward. The PFT v2.0.8 global dataset has 14 layers, each describing the percentage cover (0-100%) of a plant functional type at a spatial resolution of 300 m: broadleaved evergreen trees, broadleaved deciduous trees, needleleaved evergreen trees, needleleaved deciduous trees, broadleaved evergreen shrubs, broadleaved deciduous shrubs, needleleaved evergreen shrubs, needleleaved deciduous shrubs, natural grasses, herbaceous cropland (i.e., managed grasses), built, water, bare areas, and snow and ice.",Land Cover and Land Use,"land cover,cci,pft",v20230616,https://doi.org/10.5285/26a0f46c95ee4c29b5c650b129aab788,%,ESA CCI Land Cover project,contact@esa-landcover-cci.org,"esa_cci,opengeohub",CC-BY-4.0,,,,300,1992-01-01,2020-12-31,1,,years,interval,0,,https://s3.openlandmap.org/arco/esa.cci.lc_pc.sld,https://s3.openlandmap.org/arco/esa.cci.lc_pc.qml,https://s3.openlandmap.org/arco/pft.grass.man_esa.cci.lc_pc_300m_s_{dt}_go_epsg.4326_v20230616.tif,https://s3.openlandmap.org/arco/pft.built_esa.cci.lc_pc_300m_s_{dt}_go_epsg.4326_v20230616.tif,https://s3.openlandmap.org/arco/pft.bare_esa.cci.lc_pc_300m_s_{dt}_go_epsg.4326_v20230616.tif,https://s3.openlandmap.org/arco/pft.grass.nat_esa.cci.lc_pc_300m_s_{dt}_go_epsg.4326_v20230616.tif,https://s3.openlandmap.org/arco/pft.land_esa.cci.lc_pc_300m_s_{dt}_go_epsg.4326_v20230616.tif,https://s3.openlandmap.org/arco/pft.shrubs.bd_esa.cci.lc_pc_300m_s_{dt}_go_epsg.4326_v20230616.tif,https://s3.openlandmap.org/arco/pft.shrubs.be_esa.cci.lc_pc_300m_s_{dt}_go_epsg.4326_v20230616.tif,https://s3.openlandmap.org/arco/pft.shrubs.nd_esa.cci.lc_pc_300m_s_{dt}_go_epsg.4326_v20230616.tif,https://s3.openlandmap.org/arco/pft.shrubs.ne_esa.cci.lc_pc_300m_s_{dt}_go_epsg.4326_v20230616.tif,https://s3.openlandmap.org/arco/pft.snowice_esa.cci.lc_pc_300m_s_{dt}_go_epsg.4326_v20230616.tif,https://s3.openlandmap.org/arco/pft.trees.bd_esa.cci.lc_pc_300m_s_{dt}_go_epsg.4326_v20230616.tif,https://s3.openlandmap.org/arco/pft.trees.be_esa.cci.lc_pc_300m_s_{dt}_go_epsg.4326_v20230616.tif,https://s3.openlandmap.org/arco/pft.trees.nd_esa.cci.lc_pc_300m_s_{dt}_go_epsg.4326_v20230616.tif,https://s3.openlandmap.org/arco/pft.trees.ne_esa.cci.lc_pc_300m_s_{dt}_go_epsg.4326_v20230616.tif,https://s3.openlandmap.org/arco/pft.water.inland_esa.cci.lc_pc_300m_s_{dt}_go_epsg.4326_v20230616.tif,https://s3.openlandmap.org/arco/pft.water.ocean_esa.cci.lc_pc_300m_s_{dt}_go_epsg.4326_v20230616.tif,https://s3.openlandmap.org/arco/pft.water_esa.cci.lc_pc_300m_s_{dt}_go_epsg.4326_v20230616.tif,,,,,,,,
precipitation_sm2rain.ltm,0,openlandmap,SM2RAIN long-term precipitation,"Monthly precipitation in mm at 1 km resolution based on SM2RAIN-ASCAT 2007-2021 (https://doi.org/10.5281/zenodo.2615278). Downscaled to 1 km resolution using gdalwarp (cubic splines) and combined with WorldClim (https://worldclim.org/data/worldclim21.html) and CHELSA Climate (https://chelsa-climate.org/downloads/) monthly values. Final values are estimated as a simple average between the three precipitation data sources; a more objective approach would be to use training points e.g. meteo-station monthly values, then train an ensemble model using the 3 data sources as independent variables. Another global data source of precipitation images is the monthly IMERGE dataset, however this requires transformation and is available only for limited span of years.",Climate,"precipitation,global,openlandmap",v0,https://doi.org/10.5281/zenodo.6458580,mm,Tom Hengl,tom.hengl@opengeohub.org,"cnr_irpi,opengeohub",CC-BY-SA-4.0,,,,1000,2007-01-01,2018-12-31,,,static,interval,0,,https://s3.openlandmap.org/arco/precipitation_sm2rain.sld,https://s3.openlandmap.org/arco/precipitation_sm2rain.qml,https://s3.openlandmap.org/arco/precipitation_sm2rain.jan_m_1km_s_{dt}_go_epsg.4326_v0.2.tif,https://s3.openlandmap.org/arco/precipitation_sm2rain.feb_m_1km_s_{dt}_go_epsg.4326_v0.2.tif,https://s3.openlandmap.org/arco/precipitation_sm2rain.mar_m_1km_s_{dt}_go_epsg.4326_v0.2.tif,https://s3.openlandmap.org/arco/precipitation_sm2rain.apr_m_1km_s_{dt}_go_epsg.4326_v0.2.tif,https://s3.openlandmap.org/arco/precipitation_sm2rain.may_m_1km_s_{dt}_go_epsg.4326_v0.2.tif,https://s3.openlandmap.org/arco/precipitation_sm2rain.jun_m_1km_s_{dt}_go_epsg.4326_v0.2.tif,https://s3.openlandmap.org/arco/precipitation_sm2rain.jul_m_1km_s_{dt}_go_epsg.4326_v0.2.tif,https://s3.openlandmap.org/arco/precipitation_sm2rain.aug_m_1km_s_{dt}_go_epsg.4326_v0.2.tif,https://s3.openlandmap.org/arco/precipitation_sm2rain.sep_m_1km_s_{dt}_go_epsg.4326_v0.2.tif,https://s3.openlandmap.org/arco/precipitation_sm2rain.oct_m_1km_s_{dt}_go_epsg.4326_v0.2.tif,https://s3.openlandmap.org/arco/precipitation_sm2rain.nov_m_1km_s_{dt}_go_epsg.4326_v0.2.tif,https://s3.openlandmap.org/arco/precipitation_sm2rain.dec_m_1km_s_{dt}_go_epsg.4326_v0.2.tif,,,,,,,,,,,,,
ph.h2o_usda.4c1a2a,0,openlandmap,OpenLandMap long-term soil pH,"Soil pH in H2O at 6 standard depths (0, 10, 30, 60, 100 and 200 cm) at 250 m resolution according to USDA method code: 4C1a2a",Geology and Soils,"soil ph,acidity",v0,https://doi.org/10.5281/zenodo.2525664,ph,Tom Hengl,tom.hengl@opengeohub.org,opengeohub,CC-BY-SA-4.0,,,,250,1950-01-01,2017-12-31,,,static,interval,0,"b0cm,b100cm,b10cm,b200cm,b30cm,b60cm",https://s3.openlandmap.org/arco/ph.h2o_usda.4c1a2a_m.sld,https://s3.openlandmap.org/arco/ph.h2o_usda.4c1a2a_m.qml,https://s3.openlandmap.org/arco/ph.h2o_usda.4c1a2a_m_250m_{dp}_{dt}_go_epsg.4326_v0.2.tif,,,,,,,,,,,,,,,,,,,,,,,,
pop.count_ghs.jrc,0,openlandmap,JRC Global Human Settlement annual population (GHS),"This GHS-POP spatial raster product (GHS-POP_GLOBE_R2023) depicts the distribution of human population, expressed as the number of people per cell. Residential population estimates at 5 years interval between 1975 and 2030 are derived from the raw global census data harmonized by CIESIN for the Gridded Population of the World, version 4.11 (GPWv4.11) at polygon level, and disaggregated from census or administrative units to grid cells, informed by the distribution, classification and volume of built-up as mapped in the GHSL global layers per corresponding epoch. The disaggregation methodology is described in Freire et al., (2016).",Population Distribution,,v20230620,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,number of people ,Julia Hackländer,julia.hacklaender@opengeohub.org,"jrc,opengeohub",CC-BY-4.0,,,,100,2000-01-01,2021-12-31,1,,years,interval,0,,https://s3.openlandmap.org/arco/pop.count_ghs.jrc.sld,https://s3.openlandmap.org/arco/pop.count_ghs.jrc.qml,https://s3.openlandmap.org/arco/pop.count_ghs.jrc_m_100m_s_{dt}_go_epsg.4326_v20230620.tif,,,,,,,,,,,,,,,,,,,,,,,,
sand.wfraction_usda.3a1a1a,0,openlandmap,OpenLandMap long-term sand content,"Sand content in % (kg / kg) at 6 standard depths (0, 10, 30, 60, 100 and 200 cm) at 250 m resolution. Based on machine learning predictions from global compilation of soil profiles and samples.",Water,"sand fraction,soil texture",v0,https://doi.org/10.5281/zenodo.2525662,% (kg / kg),Tom Hengl,tom.hengl@opengeohub.org,opengeohub,CC-BY-SA-4.0,,,,250,1950-01-01,2017-12-31,,,static,interval,0,"b0cm,b10cm,b60cm,b100cm",https://s3.openlandmap.org/arco/sand.wfraction_usda.3a1a1a_m.sld,https://s3.openlandmap.org/arco/sand.wfraction_usda.3a1a1a_m.qml,https://s3.openlandmap.org/arco/sand.wfraction_usda.3a1a1a_m_250m_{dp}_{dt}_go_epsg.4326_v0.2.tif,,,,,,,,,,,,,,,,,,,,,,,,
lc_mcd12q1v061.p1,0,openlandmap,MCD12Q1 annual land cover and land use,"The yearly land use and land cover dataset is derived from MCD12Q1 v061. This data provides an yearly mosaics of land use and land cover data from 2001 to 2022. This dataset includes layers of land cover type 1 (t1), 2 (t2), and 5 (t5), land cover property 1 (p1) and 2 (p2), land cover property assessment 1 (p1a) and 2 (p2a), and land cover quality control (qc).",Land Cover and Land Use,"modis,land  cover,land use,global,oemc",v20230818,https://doi.org/10.5281/zenodo.8367523,class,Rolf Simões,rolf.simoes@opengeohub.org ,"lp_daac,opengeohub",CC-BY-SA-4.0,,modis,,500,2001-01-01,2021-12-31,1,,years,interval,0,,https://s3.openlandmap.org/arco/mcd12q1v061.p1_c.sld,https://s3.openlandmap.org/arco/mcd12q1v061.p1_c.qml,https://s3.openlandmap.org/arco/lc_mcd12q1v061.p1_c_500m_s_{dt}_go_epsg.4326_v20230818.tif,https://s3.openlandmap.org/arco/lc_mcd12q1v061.p1a_c_500m_s_{dt}_go_epsg.4326_v20230818.tif,https://s3.openlandmap.org/arco/lc_mcd12q1v061.p2_c_500m_s_{dt}_go_epsg.4326_v20230818.tif,https://s3.openlandmap.org/arco/lc_mcd12q1v061.p2a_c_500m_s_{dt}_go_epsg.4326_v20230818.tif,https://s3.openlandmap.org/arco/lc_mcd12q1v061.qc_c_500m_s_{dt}_go_epsg.4326_v20230818.tif,https://s3.openlandmap.org/arco/lc_mcd12q1v061.t1_c_500m_s_{dt}_go_epsg.4326_v20230818.tif,https://s3.openlandmap.org/arco/lc_mcd12q1v061.t2_c_500m_s_{dt}_go_epsg.4326_v20230818.tif,https://s3.openlandmap.org/arco/lc_mcd12q1v061.t5_c_500m_s_{dt}_go_epsg.4326_v20230818.tif,,,,,,,,,,,,,,,,,
texture.class_usda.tt,0,openlandmap,OpenLandMap long-term soil texture classes (USDA system),"Soil texture classes (USDA system) for 6 standard soil depths (0, 10, 30, 60, 100 and 200 cm) at 250 m.",Geology and Soils,"soil texture,usda",v0,https://doi.org/10.5281/zenodo.2525817,class,Tom Hengl,tom.hengl@opengeohub.org,opengeohub,CC-BY-SA-4.0,,,,250,1950-01-01,2017-12-31,,,static,interval,0,"b0cm,b10cm,b30cm,b60cm,,b100cm,b200cm",https://s3.openlandmap.org/arco/texture.class_usda.tt_m.sld,https://s3.openlandmap.org/arco/texture.class_usda.tt_m.qml,https://s3.openlandmap.org/arco/texture.class_usda.tt_m_250m_{dp}_{dt}_go_epsg.4326_v0.2.tif,,,,,,,,,,,,,,,,,,,,,,,,
water.occurrence_jrc.surfacewater,0,openlandmap,JRC long-term surface water occurrence,"Gobal surface water occurrence based on Pekel at al. (2016), and the layer is resampled to spatial resolution 1/480 d.d. (about 250 m) using gdalwarp with ""average"" resampling. Original layers are available at 30 m resolution. The orignal dataset and document: https://doi.org/10.1038/nature20584.",Water,"landsat,tree cover,bare ground",v1,https://doi.org/10.5281/zenodo.1439254,,Tom Hengl,tom.hengl@opengeohub.org,"jrc,opengeohub",CC-BY-SA-4.0,,,,250,1984-01-01,2016-12-31,,,static,interval,0,b0t200cm,https://s3.openlandmap.org/arco/water.occurrance_jrc.surfacewater_p.sld,https://s3.openlandmap.org/arco/water.occurrance_jrc.surfacewater_p.qml,https://s3.openlandmap.org/arco/water.occurrence_jrc.surfacewater_p_250m_{dp}_{dt}_go_epsg.4326_v1.0.tif,,,,,,,,,,,,,,,,,,,,,,,,
watercontent.33kPa_usda.4b1c,0,openlandmap,OpenLandMap long-term soil water content,"Soil water content (volumetric) in percent for 33 kPa and 1500 kPa suctions predicted at 6 standard depths (0, 10, 30, 60, 100 and 200 cm) at 250 m resolution. Training points are based on a global compilation of soil profiles (USDA NCSS, AfSPDB, ISRIC WISE, EGRPR, SPADE, CanNPDB, UNSODA, SWIG, HYBRAS and HydroS). Data import steps are available here. Spatial prediction steps are described in detail here. Note: these are actually measured and mapped soil content values; no Pedo-Transfer-Functions have been used (except to fill-in the missing NCSS bulk densities). Available water capacity in mm (derived as a difference between field capacity and wilting point multiplied by layer thickness) per layer is available here. Antarctica is not included.",Geology and Soils,"soil available water capacity,soil bulk density,soil water",v0,https://doi.org/10.5281/zenodo.2784001,volumetric percent,Tom Hengl,tom.hengl@opengeohub.org,opengeohub,CC-BY-SA-4.0,,,,250,1950-01-01,2017-12-31,,,static,interval,0,"b0cm,b100cm,b200cm,b30cm,b60cm",https://s3.openlandmap.org/arco//watercontent.33kPa_usda.4b1c_m.sld,https://s3.openlandmap.org/arco/watercontent.33kPa_usda.4b1c_m.qml,https://s3.openlandmap.org/arco/watercontent.33kPa_usda.4b1c_m_250m_{dp}_{dt}_go_epsg.4326_v0.1.tif,,,,,,,,,,,,,,,,,,,,,,,,
dsm_glo30,0,openlandmap,Copernius DEM digital surface model,"Global mosaic of 30m Copernicus DEM. The Copernicus DEM is a Digital Surface Model (DSM) that represents the surface of the Earth including buildings, infrastructure and vegetation. Data were acquired through the TanDEM-X mission between 2011 and 2015. ",Elevation and Depth,"glo30,dsm",v20211004,https://doi.org/10.5270/ESA-c5d3d65,meter,Yu-Feng Ho,yu-feng.ho@opengeohub.org,"copernicus,opengeohub",CC-BY-4.0,,tandem-x,"eea-10,glo-30,glo-90",30,2011-01-01,2015-12-31,,,static,interval,0,,https://s3.openlandmap.org/arco/dsm_glo30_m.sld,https://s3.openlandmap.org/arco/dsm_glo30_m.qml,https://s3.openlandmap.org/arco/dsm_glo30_m_30m_s_20110101_20151231_go.epsg.4326_v20211004.tif,,,,,,,,,,,,,,,,,,,,,,,,
lc_glad.glcluc,0,openlandmap,UMD GLAD annual land cover and land use (GLCLUC),"The global 30-m spatial resolution dataset quantifies changes in forest extent and height, cropland, built-up lands, surface water, and perennial snow and ice extent from the year 2000 to 2020. Landsat Analysis Ready Data served as an input for land cover and use mapping. Each thematic product was independently derived using locally and regionally calibrated machine learning tools.",Land Cover and Land Use,"land cover,land use,landsat,forest,cropland,urbanization,snow cover,surface water",v20230901,https://doi.org/10.3389/frsen.2022.856903,class,"
Peter Potapov",potapov@umd.edu,"umd_glad,opengeohub",CC-BY-4.0,,landsat,,30,2000-01-01,2020-12-31,1,4,years,interval,0,,https://s3.openlandmap.org/arco/lc_glad.glcluc_c.sld,https://s3.openlandmap.org/arco/lc_glad.glcluc_c.qml,https://s3.openlandmap.org/arco/lc_glad.glcluc_c_30m_s_{dt}_go_epsg.4326_v20230901.tif,,,,,,,,,,,,,,,,,,,,,,,,
lc_glad.glcluc.change,0,openlandmap,UMD GLAD annual land cover and land use change (GLCLUC),"The global 30-m spatial resolution dataset quantifies changes in forest extent and height, cropland, built-up lands, surface water, and perennial snow and ice extent from the year 2000 to 2020. Landsat Analysis Ready Data served as an input for land cover and use mapping. Each thematic product was independently derived using locally and regionally calibrated machine learning tools.",Land Cover and Land Use,"land cover,land use,landsat,forest,cropland,urbanization,snow cover,surface water",v20230901,https://doi.org/10.3389/frsen.2022.856903,change class,"
Peter Potapov",potapov@umd.edu,"umd_glad,opengeohub",CC-BY-4.0,,landsat,,30,2000-01-01,2020-12-31,,,static,interval,0,,https://s3.openlandmap.org/arco/lc_glad.glcluc_c.sld,https://s3.openlandmap.org/arco/lc_glad.glcluc_c.qml,https://s3.openlandmap.org/arco/lc_glad.glcluc.change_c_30m_s_{dt}_go_epsg.4326_v20230901.tif,,,,,,,,,,,,,,,,,,,,,,,,
landuse.cropland_hyde,0,openlandmap,HYDE annual cropland for the holocene,History Database of the Global Environment (HYDE version 3.2). HYDE is an internally consistent combination of historical population estimates and allocation algorithms with time-dependent weighting maps for land use.,Land Cover and Land Use,"historical population,land use,cropland,pasture,holocene,agriculture",v3,https://doi.org/10.17026/dans-25g-gez3,index,Kees Klein Goldewijk,c.g.m.kleingoldewijk@uu.nl,"dans_arch,opengeohub",CC0 1.0,,,,10000,1700-01-01,2016-12-31,1,"9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",years,interval,0,,https://s3.openlandmap.org/arco/hyde.cropland.sld,https://s3.openlandmap.org/arco/hyde.cropland.qml,https://s3.openlandmap.org/arco/landuse.cropland_hyde_p_10km_s_{dt}_go_epsg.4326_v3.2.tif,,,,,,,,,,,,,,,,,,,,,,,,
landuse.pasture_hyde,0,openlandmap,HYDE annual pasture for the holocene,History Database of the Global Environment (HYDE version 3.2). HYDE is an internally consistent combination of historical population estimates and allocation algorithms with time-dependent weighting maps for land use.,Land Cover and Land Use,"historical population,land use,cropland,pasture,holocene,agriculture",v3,https://doi.org/10.17026/dans-25g-gez3,index,Kees Klein Goldewijk,c.g.m.kleingoldewijk@uu.nl,"dans_arch,opengeohub",CC0 1.0,,,,10000,1700-01-01,2016-12-31,1,"9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",years,interval,0,,https://s3.openlandmap.org/arco/hyde.cropland.sld,https://s3.openlandmap.org/arco/hyde.cropland.qml,https://s3.openlandmap.org/arco/landuse.pasture_hyde_p_10km_s_{dt}_go_epsg.4326_v3.2.tif,,,,,,,,,,,,,,,,,,,,,,,,
land.use.land.cover_hilda.plus,0,openlandmap,HILDA+ annual land use and land cover change,"HILDA+ (HIstoric Land Dynamics Assessment+) global dataset indicates annual land use/cover change between 1960-2019 at 1 km spatial resolution. It integrates multiple open data streams (from high-resolution remote sensing, long-term land use reconstructions and statistics). It covers six generic land use/cover categories: 1: Urban areas, 2: Cropland, 3: Pasture/rangeland, 4: Forest, 5: Unmanaged grass/shrubland, 6: Sparse/no vegetation.",Land Cover and Land Use,"land cover,land use,land use change,remote sensing",v1,https://doi.org/10.1594/PANGAEA.921846,class,Karina Winkler,karina.winkler@kit.edu,"kit_meteo,opengeohub",CC-BY-4.0,,,,1000,1960-01-01,2019-12-31,1,,years,interval,0,,https://s3.openlandmap.org/arco/land.use.land.cover_hilda.plus.sld,https://s3.openlandmap.org/arco/land.use.land.cover_hilda.plus.qml,https://s3.openlandmap.org/arco/land.use.land.cover_hilda.plus_c_1km_s_{dt}_go_espg.4326_v1.0.tif,,,,,,,,,,,,,,,,,,,,,,,,
lst_mod11a2.daytime.trend.logit.ols.beta,0,openlandmap,MOD11A2 long-term land surface temperature trend (daytime),"Long-term trend analysis of MOD11A2 monthly LST day-time temperatures. Trend was produced by fitting regression models to de-seasonalized time-series. Models are fitted for each pixel and several long-term temporal metrics (alpha, beta, P>|t|, rsqr) has been derived.",Climate,"modis,land surface temperature,trend",v1,https://doi.org/10.5281/zenodo.1420114,slope (ols),Leandro Parente,leandro.parente@opengeohub.org,"lp_daac,opengeohub",CC-BY-SA-4.0,,,modis,1000,2000-01-01,2021-12-31,,,static,interval,1,,https://s3.openlandmap.org/arco/lst_mod11a2.trend.logit.ols.beta_day.sld,https://s3.openlandmap.org/arco/lst_mod11a2.trend.logit.ols.beta_day.qml,https://s3.openlandmap.org/arco/lst_mod11a2.daytime.trend.logit.ols.beta_m_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.daytime.trend.logit.ols.beta_p025_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.daytime.trend.logit.ols.beta_p975_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.daytime.trend.logit.ols.beta_pv_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.daytime.trend.logit.ols.beta_sd_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.daytime.trend.logit.ols.beta_tv_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.daytime.trend.logit.ols.alpha_m_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.daytime.trend.logit.ols.alpha_p025_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.daytime.trend.logit.ols.alpha_p975_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.daytime.trend.logit.ols.alpha_pv_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.daytime.trend.logit.ols.alpha_sd_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.daytime.trend.logit.ols.alpha_tv_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.daytime.trend.logit.ols_r2_1km_s_{dt}_go_epsg.4326_v1.2.tif,,,,,,,,,,,,
lst_mod11a2.nighttime.trend.logit.ols.beta,0,openlandmap,MOD11A2 long-term land surface temperature trend (nighttime),"Long-term trend analysis of MOD11A2 monthly LST night-time temperatures. Trend was produced by fitting regression models to de-seasonalized time-series. Models are fitted for each pixel and several long-term temporal metrics (alpha, beta, P>|t|, rsqr) has been derived.",Climate,"modis,land surface temperature,trend",v1,https://doi.org/10.5281/zenodo.1420114,slope (ols),Leandro Parente,leandro.parente@opengeohub.org,"lp_daac,opengeohub",CC-BY-SA-4.0,,,modis,1000,2000-01-01,2021-12-31,,,static,interval,1,,https://s3.openlandmap.org/arco/lst_mod11a2.trend.logit.ols.beta_night.sld,https://s3.openlandmap.org/arco/lst_mod11a2.trend.logit.ols.beta_night.qml,https://s3.openlandmap.org/arco/lst_mod11a2.nighttime.trend.logit.ols.beta_m_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.nighttime.trend.logit.ols.beta_p025_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.nighttime.trend.logit.ols.beta_p975_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.nighttime.trend.logit.ols.beta_pv_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.nighttime.trend.logit.ols.beta_sd_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.nighttime.trend.logit.ols.beta_tv_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.nighttime.trend.logit.ols.alpha_m_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.nighttime.trend.logit.ols.alpha_p025_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.nighttime.trend.logit.ols.alpha_p975_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.nighttime.trend.logit.ols.alpha_pv_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.nighttime.trend.logit.ols.alpha_sd_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.nighttime.trend.logit.ols.alpha_tv_1km_s_{dt}_go_epsg.4326_v1.2.tif,https://s3.openlandmap.org/arco/lst_mod11a2.nighttime.trend.logit.ols_r2_1km_s_{dt}_go_epsg.4326_v1.2.tif,,,,,,,,,,,,
